Country,Crop,Soil Type,Temperature,Season,Category
Morocco,Lettuce,Silty Soil,25 to 35,Autumn,Leafy Green
Morocco,Turmeric,Andosol,27 to 33,Zaid,Spice
Morocco,Ginger,Black Soil,22 to 34,Winter,Spice
Morocco,Cashew,Alluvial Soil,22 to 37,Autumn,Nut
Morocco,Swiss Chard,Andosol,27 to 29,Spring,Leafy Green
Morocco,Cabbage,Silty Soil,23 to 30,Winter,Vegetable
Morocco,Grapes,Black Soil,21 to 36,Autumn,Fruit
Morocco,Sugarcane,Laterite Soil,26 to 29,Autumn,Cash Crop
Morocco,Cocoa,Alluvial Soil,25 to 31,Zaid,Beverage
Morocco,Peanut,Black Soil,27 to 37,Dry Season,Nut
Mozambique,Tobacco,Clayey Soil,22 to 34,Rabi,Cash Crop
Mozambique,Potato,Black Soil,22 to 33,Autumn,Vegetable
Mozambique,Carrot,Black Soil,21 to 34,Rabi,Vegetable
Mozambique,Spinach,Alluvial Soil,24 to 29,Rabi,Vegetable
Mozambique,Saffron,Loamy Soil,20 to 35,Winter,Spice
Mozambique,Cocoa,Andosol,28 to 31,Spring,Beverage
Mozambique,Banana,Andosol,26 to 33,Spring,Fruit
Mozambique,Sugarcane,Red Soil,25 to 33,Wet Season,Cash Crop
Mozambique,Coriander,Laterite Soil,23 to 32,Rabi,Spice
Mozambique,Lettuce,Clayey Soil,22 to 31,Zaid,Leafy Green
Mozambique,Cocoa,Clayey Soil,21 to 33,Wet Season,Beverage
Mozambique,Cocoa,Black Soil,28 to 35,Zaid,Beverage
Mozambique,Peanut,Red Soil,28 to 29,Autumn,Nut
Mozambique,Lettuce,Silty Soil,25 to 30,Autumn,Leafy Green
Mozambique,Almond,Laterite Soil,21 to 32,Zaid,Nut
Mozambique,Coffee,Volcanic Soil,25 to 36,Kharif,Beverage
Mozambique,Banana,Andosol,24 to 33,Spring,Fruit
Mozambique,Ginger,Alluvial Soil,22 to 30,Year-round,Spice
Mozambique,Spinach,Silty Soil,23 to 37,Autumn,Vegetable
Mozambique,Pistachio,Volcanic Soil,26 to 36,Year-round,Nut
Mozambique,Coriander,Volcanic Soil,28 to 31,Autumn,Spice
Mozambique,Walnut,Loamy Soil,23 to 36,Kharif,Nut
Mozambique,Tomato,Black Soil,21 to 29,Zaid,Vegetable
Mozambique,Garlic,Volcanic Soil,21 to 36,Wet Season,Spice
Mozambique,Grapes,Black Soil,27 to 36,Zaid,Fruit
Mozambique,Walnut,Laterite Soil,20 to 31,Rabi,Nut
Mozambique,Turmeric,Loamy Soil,23 to 33,Winter,Spice
Mozambique,Barley,Silty Soil,27 to 35,Year-round,Cereal
Mozambique,Mango,Clayey Soil,27 to 32,Summer,Fruit
Mozambique,Swiss Chard,Laterite Soil,23 to 37,Autumn,Leafy Green
Mozambique,Sorghum,Sandy Soil,27 to 34,Autumn,Cereal
Mozambique,Maize,Volcanic Soil,22 to 35,Wet Season,Cereal
Mozambique,Cotton,Laterite Soil,27 to 33,Summer,Cash Crop
Mozambique,Pistachio,Volcanic Soil,26 to 38,Zaid,Nut
Mozambique,Swiss Chard,Loamy Soil,23 to 36,Spring,Leafy Green
Mozambique,Coriander,Volcanic Soil,25 to 36,Year-round,Spice
Mozambique,Lettuce,Sandy Soil,20 to 31,Wet Season,Leafy Green
Mozambique,Apple,Clayey Soil,25 to 32,Dry Season,Fruit
Mozambique,Pistachio,Volcanic Soil,25 to 38,Zaid,Nut
Mozambique,Tea,Silty Soil,23 to 34,Year-round,Beverage
Mozambique,Orange,Black Soil,26 to 35,Winter,Fruit
Mozambique,Apple,Black Soil,24 to 38,Summer,Fruit
Mozambique,Swiss Chard,Andosol,23 to 34,Winter,Leafy Green
Mozambique,Turmeric,Volcanic Soil,27 to 37,Year-round,Spice
Mozambique,Mustard Greens,Alluvial Soil,22 to 33,Year-round,Leafy Green
Mozambique,Almond,Silty Soil,26 to 29,Zaid,Nut
Mozambique,Tea,Clayey Soil,21 to 36,Summer,Beverage
Mozambique,Tobacco,Volcanic Soil,20 to 38,Kharif,Cash Crop
Mozambique,Mango,Red Soil,21 to 35,Wet Season,Fruit
Mozambique,Apple,Red Soil,22 to 32,Autumn,Fruit
Mozambique,Sorghum,Volcanic Soil,27 to 32,Dry Season,Cereal
Mozambique,Tobacco,Black Soil,20 to 36,Rabi,Cash Crop
Mozambique,Peanut,Red Soil,23 to 35,Year-round,Nut
Mozambique,Potato,Andosol,20 to 35,Wet Season,Vegetable
Mozambique,Pistachio,Sandy Soil,24 to 36,Year-round,Nut
Mozambique,Kale,Laterite Soil,20 to 32,Year-round,Leafy Green
Mozambique,Carrot,Red Soil,21 to 33,Spring,Vegetable
Mozambique,Sugarcane,Silty Soil,27 to 32,Wet Season,Cash Crop
Mozambique,Cocoa,Andosol,27 to 34,Summer,Beverage
Mozambique,Lettuce,Red Soil,23 to 32,Zaid,Leafy Green
Myanmar (formerly Burma),Jute,Black Soil,28 to 32,Winter,Cash Crop
Myanmar (formerly Burma),Tobacco,Volcanic Soil,20 to 29,Spring,Cash Crop
Myanmar (formerly Burma),Banana,Red Soil,24 to 33,Summer,Fruit
Myanmar (formerly Burma),Sorghum,Loamy Soil,25 to 37,Rabi,Cereal
Myanmar (formerly Burma),Cashew,Red Soil,27 to 37,Winter,Nut
Myanmar (formerly Burma),Turmeric,Red Soil,22 to 33,Dry Season,Spice
Myanmar (formerly Burma),Lettuce,Clayey Soil,22 to 30,Wet Season,Leafy Green
Myanmar (formerly Burma),Cocoa,Clayey Soil,20 to 35,Wet Season,Beverage
Myanmar (formerly Burma),Cocoa,Loamy Soil,23 to 34,Dry Season,Beverage
Myanmar (formerly Burma),Jute,Red Soil,21 to 32,Autumn,Cash Crop
Myanmar (formerly Burma),Banana,Loamy Soil,23 to 31,Wet Season,Fruit
Myanmar (formerly Burma),Papaya,Red Soil,25 to 37,Year-round,Fruit
Myanmar (formerly Burma),Cashew,Andosol,26 to 34,Winter,Nut
Myanmar (formerly Burma),Maize,Alluvial Soil,25 to 30,Summer,Cereal
Myanmar (formerly Burma),Saffron,Silty Soil,28 to 35,Winter,Spice
Myanmar (formerly Burma),Walnut,Red Soil,21 to 34,Kharif,Nut
Myanmar (formerly Burma),Jute,Andosol,22 to 38,Summer,Cash Crop
Myanmar (formerly Burma),Sugarcane,Sandy Soil,22 to 33,Spring,Cash Crop
Myanmar (formerly Burma),Mustard Greens,Clayey Soil,20 to 29,Zaid,Leafy Green
Myanmar (formerly Burma),Saffron,Alluvial Soil,28 to 34,Spring,Spice
Myanmar (formerly Burma),Cashew,Clayey Soil,23 to 37,Kharif,Nut
Myanmar (formerly Burma),Saffron,Red Soil,22 to 31,Autumn,Spice
Myanmar (formerly Burma),Jute,Sandy Soil,24 to 37,Dry Season,Cash Crop
Myanmar (formerly Burma),Spinach,Sandy Soil,25 to 29,Winter,Vegetable
Myanmar (formerly Burma),Tomato,Sandy Soil,23 to 30,Winter,Vegetable
Myanmar (formerly Burma),Millet,Laterite Soil,23 to 38,Dry Season,Cereal
Myanmar (formerly Burma),Grapes,Sandy Soil,26 to 34,Kharif,Fruit
Myanmar (formerly Burma),Grapes,Alluvial Soil,28 to 34,Spring,Fruit
Myanmar (formerly Burma),Sugarcane,Clayey Soil,23 to 31,Zaid,Cash Crop
Myanmar (formerly Burma),Tomato,Red Soil,28 to 34,Year-round,Vegetable
Myanmar (formerly Burma),Tomato,Black Soil,23 to 36,Wet Season,Vegetable
Myanmar (formerly Burma),Cabbage,Sandy Soil,27 to 34,Year-round,Vegetable
Myanmar (formerly Burma),Barley,Laterite Soil,25 to 35,Winter,Cereal
Myanmar (formerly Burma),Kale,Clayey Soil,26 to 32,Autumn,Leafy Green
Myanmar (formerly Burma),Hazelnut,Alluvial Soil,28 to 30,Dry Season,Nut
Myanmar (formerly Burma),Kale,Black Soil,23 to 34,Autumn,Leafy Green
Myanmar (formerly Burma),Cocoa,Black Soil,24 to 38,Dry Season,Beverage
Myanmar (formerly Burma),Hazelnut,Volcanic Soil,26 to 34,Spring,Nut
Myanmar (formerly Burma),Cocoa,Sandy Soil,22 to 33,Rabi,Beverage
Myanmar (formerly Burma),Walnut,Loamy Soil,22 to 29,Rabi,Nut
Myanmar (formerly Burma),Onion,Alluvial Soil,26 to 36,Year-round,Vegetable
Myanmar (formerly Burma),Coffee,Sandy Soil,28 to 31,Dry Season,Beverage
Myanmar (formerly Burma),Jute,Black Soil,24 to 33,Rabi,Cash Crop
Myanmar (formerly Burma),Onion,Sandy Soil,22 to 31,Spring,Vegetable
Myanmar (formerly Burma),Cashew,Silty Soil,24 to 34,Year-round,Nut
Myanmar (formerly Burma),Grapes,Red Soil,28 to 31,Wet Season,Fruit
Myanmar (formerly Burma),Banana,Silty Soil,22 to 35,Zaid,Fruit
Myanmar (formerly Burma),Grapes,Red Soil,28 to 33,Spring,Fruit
Myanmar (formerly Burma),Walnut,Laterite Soil,28 to 32,Zaid,Nut
Myanmar (formerly Burma),Grapes,Silty Soil,25 to 32,Dry Season,Fruit
Myanmar (formerly Burma),Walnut,Alluvial Soil,22 to 31,Summer,Nut
Myanmar (formerly Burma),Tomato,Alluvial Soil,26 to 29,Spring,Vegetable
Myanmar (formerly Burma),Rice,Clayey Soil,28 to 36,Rabi,Cereal
Myanmar (formerly Burma),Swiss Chard,Laterite Soil,22 to 32,Rabi,Leafy Green
Myanmar (formerly Burma),Cashew,Alluvial Soil,27 to 33,Spring,Nut
Myanmar (formerly Burma),Papaya,Andosol,23 to 31,Winter,Fruit
Myanmar (formerly Burma),Coffee,Red Soil,25 to 34,Kharif,Beverage
Myanmar (formerly Burma),Ginger,Loamy Soil,21 to 34,Winter,Spice
Myanmar (formerly Burma),Tobacco,Black Soil,26 to 36,Year-round,Cash Crop
Myanmar (formerly Burma),Sugarcane,Alluvial Soil,22 to 34,Autumn,Cash Crop
Namibia,Onion,Volcanic Soil,26 to 38,Autumn,Vegetable
Namibia,Turmeric,Red Soil,20 to 38,Summer,Spice
Namibia,Coffee,Laterite Soil,28 to 34,Winter,Beverage
Namibia,Saffron,Volcanic Soil,25 to 30,Year-round,Spice
Namibia,Coffee,Laterite Soil,24 to 38,Year-round,Beverage
Namibia,Garlic,Alluvial Soil,24 to 36,Dry Season,Spice
Namibia,Maize,Black Soil,24 to 29,Wet Season,Cereal
Namibia,Cumin,Silty Soil,25 to 35,Autumn,Spice
Namibia,Almond,Loamy Soil,21 to 36,Summer,Nut
Namibia,Onion,Sandy Soil,22 to 30,Summer,Vegetable
Namibia,Cabbage,Sandy Soil,26 to 31,Zaid,Vegetable
Namibia,Swiss Chard,Sandy Soil,27 to 32,Kharif,Leafy Green
Namibia,Tobacco,Black Soil,25 to 33,Summer,Cash Crop
Namibia,Hazelnut,Silty Soil,22 to 37,Summer,Nut
Namibia,Peanut,Volcanic Soil,23 to 38,Zaid,Nut
Namibia,Lettuce,Alluvial Soil,24 to 35,Zaid,Leafy Green
Namibia,Tea,Alluvial Soil,20 to 34,Zaid,Beverage
Namibia,Pistachio,Volcanic Soil,20 to 29,Autumn,Nut
Namibia,Papaya,Alluvial Soil,25 to 33,Year-round,Fruit
Namibia,Peanut,Clayey Soil,26 to 37,Kharif,Nut
Namibia,Cotton,Black Soil,21 to 29,Year-round,Cash Crop
Namibia,Tobacco,Laterite Soil,24 to 35,Year-round,Cash Crop
Namibia,Walnut,Volcanic Soil,21 to 31,Winter,Nut
Namibia,Cashew,Sandy Soil,21 to 31,Dry Season,Nut
Namibia,Jute,Volcanic Soil,27 to 33,Year-round,Cash Crop
Namibia,Banana,Alluvial Soil,24 to 37,Kharif,Fruit
Namibia,Jute,Loamy Soil,24 to 35,Rabi,Cash Crop
Namibia,Grapes,Laterite Soil,27 to 33,Dry Season,Fruit
Namibia,Cabbage,Clayey Soil,25 to 30,Wet Season,Vegetable
Namibia,Apple,Alluvial Soil,20 to 38,Autumn,Fruit
Namibia,Turmeric,Laterite Soil,20 to 34,Dry Season,Spice
Namibia,Mango,Clayey Soil,23 to 34,Rabi,Fruit
Namibia,Turmeric,Silty Soil,25 to 36,Year-round,Spice
Namibia,Tobacco,Sandy Soil,22 to 35,Zaid,Cash Crop
Namibia,Millet,Red Soil,27 to 31,Zaid,Cereal
Namibia,Tea,Black Soil,24 to 32,Autumn,Beverage
Namibia,Apple,Andosol,28 to 37,Spring,Fruit
Namibia,Maize,Andosol,20 to 30,Rabi,Cereal
Namibia,Cabbage,Red Soil,24 to 29,Summer,Vegetable
Namibia,Spinach,Sandy Soil,26 to 35,Kharif,Vegetable
Namibia,Potato,Loamy Soil,23 to 33,Autumn,Vegetable
Namibia,Cashew,Loamy Soil,26 to 35,Winter,Nut
Namibia,Jute,Clayey Soil,23 to 37,Winter,Cash Crop
Namibia,Cocoa,Black Soil,24 to 35,Rabi,Beverage
Namibia,Mustard Greens,Sandy Soil,25 to 38,Year-round,Leafy Green
Namibia,Hazelnut,Alluvial Soil,21 to 36,Rabi,Nut
Namibia,Maize,Andosol,25 to 35,Spring,Cereal
Namibia,Pistachio,Clayey Soil,23 to 35,Autumn,Nut
Namibia,Garlic,Sandy Soil,22 to 30,Autumn,Spice
Namibia,Apple,Silty Soil,24 to 32,Dry Season,Fruit
Namibia,Cumin,Red Soil,24 to 31,Wet Season,Spice
Namibia,Papaya,Andosol,22 to 33,Rabi,Fruit
Namibia,Ginger,Black Soil,20 to 29,Kharif,Spice
Namibia,Apple,Clayey Soil,28 to 38,Zaid,Fruit
Namibia,Lettuce,Black Soil,23 to 33,Year-round,Leafy Green
Namibia,Cocoa,Volcanic Soil,20 to 34,Kharif,Beverage
Namibia,Millet,Sandy Soil,23 to 38,Spring,Cereal
Namibia,Mustard Greens,Alluvial Soil,22 to 34,Dry Season,Leafy Green
Namibia,Rice,Silty Soil,22 to 38,Zaid,Cereal
Namibia,Apple,Clayey Soil,28 to 36,Dry Season,Fruit
Nauru,Tea,Andosol,22 to 29,Wet Season,Beverage
Nauru,Cashew,Sandy Soil,25 to 29,Year-round,Nut
Nauru,Maize,Silty Soil,20 to 34,Autumn,Cereal
Nauru,Onion,Loamy Soil,22 to 29,Autumn,Vegetable
Nauru,Papaya,Black Soil,28 to 29,Winter,Fruit
Nauru,Cotton,Silty Soil,28 to 32,Spring,Cash Crop
Nauru,Swiss Chard,Alluvial Soil,20 to 37,Dry Season,Leafy Green
Nauru,Coffee,Volcanic Soil,20 to 36,Wet Season,Beverage
Nauru,Carrot,Sandy Soil,23 to 35,Year-round,Vegetable
Nauru,Millet,Volcanic Soil,23 to 37,Autumn,Cereal
Nauru,Wheat,Laterite Soil,20 to 31,Autumn,Cereal
Nauru,Pistachio,Laterite Soil,28 to 38,Year-round,Nut
Nauru,Coffee,Volcanic Soil,22 to 31,Rabi,Beverage
Nauru,Peanut,Silty Soil,25 to 29,Year-round,Nut
Nauru,Potato,Sandy Soil,28 to 37,Spring,Vegetable
Nauru,Tea,Andosol,23 to 32,Year-round,Beverage
Nauru,Hazelnut,Andosol,20 to 35,Rabi,Nut
Nauru,Hazelnut,Black Soil,25 to 29,Rabi,Nut
Nauru,Coffee,Laterite Soil,22 to 34,Year-round,Beverage
Nauru,Wheat,Black Soil,26 to 32,Wet Season,Cereal
Nauru,Turmeric,Loamy Soil,22 to 30,Zaid,Spice
Nauru,Tobacco,Loamy Soil,24 to 37,Winter,Cash Crop
Nauru,Cocoa,Alluvial Soil,20 to 34,Kharif,Beverage
Nauru,Mango,Clayey Soil,20 to 30,Summer,Fruit
Nauru,Mustard Greens,Laterite Soil,26 to 31,Wet Season,Leafy Green
Nauru,Tobacco,Loamy Soil,27 to 33,Kharif,Cash Crop
Nauru,Swiss Chard,Black Soil,27 to 38,Summer,Leafy Green
Nauru,Rice,Black Soil,28 to 32,Summer,Cereal
Nauru,Sorghum,Volcanic Soil,26 to 38,Dry Season,Cereal
Nauru,Tobacco,Laterite Soil,27 to 34,Rabi,Cash Crop
Nauru,Almond,Loamy Soil,25 to 34,Dry Season,Nut
Nauru,Carrot,Loamy Soil,20 to 30,Zaid,Vegetable
Nauru,Apple,Alluvial Soil,20 to 33,Dry Season,Fruit
Nauru,Lettuce,Silty Soil,21 to 31,Zaid,Leafy Green
Nauru,Wheat,Volcanic Soil,23 to 30,Rabi,Cereal
Nauru,Millet,Sandy Soil,24 to 38,Winter,Cereal
Nauru,Banana,Laterite Soil,26 to 33,Kharif,Fruit
Nauru,Onion,Sandy Soil,26 to 36,Winter,Vegetable
Nauru,Wheat,Laterite Soil,28 to 29,Autumn,Cereal
Nauru,Cashew,Loamy Soil,21 to 35,Autumn,Nut
Nauru,Kale,Black Soil,21 to 38,Kharif,Leafy Green
Nauru,Peanut,Clayey Soil,27 to 33,Rabi,Nut
Nauru,Cotton,Andosol,20 to 33,Kharif,Cash Crop
Nauru,Cocoa,Andosol,28 to 33,Year-round,Beverage
Nauru,Ginger,Sandy Soil,20 to 37,Zaid,Spice
Nauru,Cocoa,Volcanic Soil,24 to 29,Autumn,Beverage
Nauru,Onion,Volcanic Soil,25 to 37,Rabi,Vegetable
Nauru,Pistachio,Andosol,21 to 37,Year-round,Nut
Nauru,Cocoa,Clayey Soil,26 to 33,Spring,Beverage
Nauru,Coffee,Black Soil,28 to 31,Summer,Beverage
Nauru,Orange,Loamy Soil,28 to 38,Rabi,Fruit
Nauru,Swiss Chard,Red Soil,21 to 38,Zaid,Leafy Green
Nauru,Rice,Alluvial Soil,28 to 30,Autumn,Cereal
Nauru,Tobacco,Silty Soil,25 to 33,Kharif,Cash Crop
Nauru,Mango,Loamy Soil,23 to 36,Wet Season,Fruit
Nauru,Banana,Loamy Soil,22 to 38,Rabi,Fruit
Nauru,Rice,Loamy Soil,21 to 31,Winter,Cereal
Nauru,Mustard Greens,Black Soil,27 to 38,Rabi,Leafy Green
Nauru,Mustard Greens,Laterite Soil,23 to 33,Autumn,Leafy Green
Nauru,Apple,Red Soil,23 to 34,Spring,Fruit
Nepal,Spinach,Red Soil,5 to 14,Rabi,Vegetable
Nepal,Millet,Sandy Soil,9 to 17,Dry Season,Cereal
Nepal,Tobacco,Black Soil,6 to 17,Autumn,Cash Crop
Nepal,Onion,Loamy Soil,6 to 16,Kharif,Vegetable
Nepal,Sugarcane,Silty Soil,6 to 16,Autumn,Cash Crop
Nepal,Grapes,Volcanic Soil,12 to 14,Winter,Fruit
Nepal,Mango,Sandy Soil,9 to 13,Wet Season,Fruit
Nepal,Papaya,Volcanic Soil,11 to 16,Kharif,Fruit
Nepal,Tea,Alluvial Soil,11 to 14,Kharif,Beverage
Nepal,Walnut,Black Soil,7 to 16,Dry Season,Nut
Nepal,Tobacco,Red Soil,5 to 18,Kharif,Cash Crop
Nepal,Ginger,Volcanic Soil,5 to 15,Wet Season,Spice
Nepal,Garlic,Red Soil,6 to 16,Year-round,Spice
Nepal,Peanut,Sandy Soil,10 to 14,Rabi,Nut
Nepal,Coffee,Sandy Soil,11 to 16,Zaid,Beverage
Nepal,Tea,Red Soil,11 to 18,Summer,Beverage
Nepal,Orange,Clayey Soil,6 to 17,Zaid,Fruit
Nepal,Peanut,Clayey Soil,12 to 16,Autumn,Nut
Nepal,Mustard Greens,Black Soil,7 to 18,Zaid,Leafy Green
Nepal,Hazelnut,Andosol,12 to 14,Summer,Nut
Nepal,Sugarcane,Silty Soil,8 to 15,Autumn,Cash Crop
Nepal,Turmeric,Silty Soil,10 to 17,Spring,Spice
Nepal,Lettuce,Loamy Soil,7 to 13,Zaid,Leafy Green
Nepal,Tomato,Clayey Soil,9 to 18,Spring,Vegetable
Nepal,Cocoa,Volcanic Soil,11 to 13,Rabi,Beverage
Nepal,Sugarcane,Sandy Soil,8 to 16,Summer,Cash Crop
Nepal,Sugarcane,Laterite Soil,12 to 18,Wet Season,Cash Crop
Nepal,Carrot,Red Soil,11 to 17,Summer,Vegetable
Nepal,Walnut,Silty Soil,7 to 18,Year-round,Nut
Nepal,Cashew,Black Soil,10 to 16,Summer,Nut
Nepal,Orange,Sandy Soil,7 to 15,Autumn,Fruit
Nepal,Sugarcane,Red Soil,8 to 18,Spring,Cash Crop
Nepal,Tea,Red Soil,7 to 18,Winter,Beverage
Nepal,Coffee,Clayey Soil,11 to 13,Kharif,Beverage
Nepal,Apple,Black Soil,12 to 15,Wet Season,Fruit
Nepal,Mustard Greens,Black Soil,8 to 16,Rabi,Leafy Green
Nepal,Cumin,Andosol,9 to 16,Year-round,Spice
Nepal,Tea,Loamy Soil,5 to 16,Winter,Beverage
Nepal,Walnut,Red Soil,11 to 13,Rabi,Nut
Nepal,Almond,Volcanic Soil,8 to 13,Zaid,Nut
Nepal,Tea,Alluvial Soil,5 to 14,Wet Season,Beverage
Nepal,Mustard Greens,Loamy Soil,5 to 15,Year-round,Leafy Green
Nepal,Orange,Sandy Soil,12 to 15,Wet Season,Fruit
Nepal,Sugarcane,Loamy Soil,5 to 15,Summer,Cash Crop
Nepal,Wheat,Volcanic Soil,9 to 14,Rabi,Cereal
Nepal,Tomato,Loamy Soil,7 to 16,Winter,Vegetable
Nepal,Jute,Alluvial Soil,10 to 14,Dry Season,Cash Crop
Nepal,Tobacco,Silty Soil,11 to 13,Spring,Cash Crop
Nepal,Swiss Chard,Alluvial Soil,10 to 14,Kharif,Leafy Green
Nepal,Cumin,Laterite Soil,5 to 14,Spring,Spice
Nepal,Sorghum,Andosol,10 to 15,Autumn,Cereal
Nepal,Tea,Loamy Soil,7 to 18,Winter,Beverage
Nepal,Mustard Greens,Loamy Soil,6 to 13,Summer,Leafy Green
Nepal,Walnut,Alluvial Soil,7 to 17,Summer,Nut
Nepal,Garlic,Laterite Soil,11 to 15,Wet Season,Spice
Nepal,Cocoa,Silty Soil,6 to 13,Zaid,Beverage
Nepal,Kale,Alluvial Soil,6 to 13,Dry Season,Leafy Green
Nepal,Cumin,Clayey Soil,10 to 14,Wet Season,Spice
Nepal,Apple,Sandy Soil,8 to 13,Summer,Fruit
Nepal,Tobacco,Red Soil,10 to 17,Summer,Cash Crop
Netherlands,Sugarcane,Black Soil,12 to 18,Wet Season,Cash Crop
Netherlands,Cumin,Sandy Soil,8 to 14,Rabi,Spice
Netherlands,Banana,Loamy Soil,5 to 16,Year-round,Fruit
Netherlands,Kale,Silty Soil,7 to 17,Dry Season,Leafy Green
Netherlands,Coffee,Volcanic Soil,6 to 13,Year-round,Beverage
Netherlands,Coffee,Clayey Soil,7 to 15,Winter,Beverage
Netherlands,Hazelnut,Red Soil,9 to 17,Winter,Nut
Netherlands,Ginger,Clayey Soil,11 to 18,Rabi,Spice
Netherlands,Tea,Loamy Soil,12 to 14,Kharif,Beverage
Netherlands,Coriander,Laterite Soil,10 to 18,Rabi,Spice
Netherlands,Coffee,Sandy Soil,5 to 16,Autumn,Beverage
Netherlands,Barley,Black Soil,6 to 16,Rabi,Cereal
Netherlands,Cocoa,Silty Soil,9 to 17,Zaid,Beverage
Netherlands,Peanut,Silty Soil,9 to 16,Dry Season,Nut
Netherlands,Turmeric,Loamy Soil,11 to 18,Wet Season,Spice
Netherlands,Banana,Sandy Soil,6 to 15,Wet Season,Fruit
Netherlands,Rice,Laterite Soil,10 to 18,Autumn,Cereal
Netherlands,Banana,Sandy Soil,7 to 15,Autumn,Fruit
Netherlands,Sorghum,Silty Soil,9 to 16,Summer,Cereal
Netherlands,Hazelnut,Black Soil,7 to 18,Year-round,Nut
Netherlands,Mango,Alluvial Soil,6 to 16,Spring,Fruit
Netherlands,Cumin,Loamy Soil,7 to 18,Zaid,Spice
Netherlands,Banana,Volcanic Soil,9 to 18,Winter,Fruit
Netherlands,Tobacco,Laterite Soil,12 to 17,Year-round,Cash Crop
Netherlands,Spinach,Laterite Soil,6 to 16,Rabi,Vegetable
Netherlands,Ginger,Black Soil,9 to 18,Kharif,Spice
Netherlands,Tea,Laterite Soil,7 to 17,Autumn,Beverage
Netherlands,Banana,Volcanic Soil,6 to 14,Wet Season,Fruit
Netherlands,Tea,Black Soil,6 to 18,Summer,Beverage
Netherlands,Papaya,Sandy Soil,9 to 14,Autumn,Fruit
Netherlands,Cumin,Laterite Soil,8 to 16,Year-round,Spice
Netherlands,Barley,Black Soil,6 to 15,Rabi,Cereal
Netherlands,Ginger,Alluvial Soil,11 to 14,Spring,Spice
Netherlands,Wheat,Laterite Soil,7 to 13,Summer,Cereal
Netherlands,Wheat,Volcanic Soil,8 to 15,Year-round,Cereal
Netherlands,Cocoa,Red Soil,5 to 18,Spring,Beverage
Netherlands,Onion,Volcanic Soil,10 to 17,Wet Season,Vegetable
Netherlands,Saffron,Sandy Soil,8 to 15,Year-round,Spice
Netherlands,Orange,Red Soil,6 to 15,Dry Season,Fruit
Netherlands,Cumin,Silty Soil,6 to 15,Summer,Spice
Netherlands,Barley,Sandy Soil,8 to 13,Autumn,Cereal
Netherlands,Apple,Alluvial Soil,6 to 13,Year-round,Fruit
Netherlands,Coffee,Black Soil,12 to 17,Dry Season,Beverage
Netherlands,Maize,Loamy Soil,12 to 17,Winter,Cereal
Netherlands,Mustard Greens,Sandy Soil,8 to 16,Dry Season,Leafy Green
Netherlands,Banana,Volcanic Soil,5 to 16,Wet Season,Fruit
Netherlands,Sugarcane,Loamy Soil,9 to 13,Zaid,Cash Crop
Netherlands,Tomato,Red Soil,12 to 14,Summer,Vegetable
Netherlands,Jute,Volcanic Soil,12 to 17,Autumn,Cash Crop
Netherlands,Onion,Laterite Soil,7 to 17,Winter,Vegetable
Netherlands,Grapes,Alluvial Soil,11 to 16,Autumn,Fruit
Netherlands,Mustard Greens,Laterite Soil,12 to 16,Kharif,Leafy Green
Netherlands,Tomato,Red Soil,8 to 16,Spring,Vegetable
Netherlands,Almond,Volcanic Soil,7 to 17,Spring,Nut
Netherlands,Maize,Silty Soil,9 to 16,Rabi,Cereal
Netherlands,Grapes,Clayey Soil,8 to 15,Winter,Fruit
Netherlands,Mustard Greens,Andosol,10 to 16,Summer,Leafy Green
Netherlands,Coffee,Red Soil,11 to 13,Rabi,Beverage
Netherlands,Mango,Andosol,9 to 16,Rabi,Fruit
Netherlands,Jute,Andosol,10 to 14,Dry Season,Cash Crop
New Zealand,Sorghum,Black Soil,8 to 17,Year-round,Cereal
New Zealand,Garlic,Loamy Soil,8 to 14,Dry Season,Spice
New Zealand,Almond,Volcanic Soil,9 to 13,Year-round,Nut
New Zealand,Garlic,Silty Soil,8 to 16,Kharif,Spice
New Zealand,Mustard Greens,Laterite Soil,11 to 13,Spring,Leafy Green
New Zealand,Cotton,Black Soil,10 to 17,Autumn,Cash Crop
New Zealand,Peanut,Andosol,9 to 15,Rabi,Nut
New Zealand,Papaya,Red Soil,9 to 16,Winter,Fruit
New Zealand,Cotton,Alluvial Soil,11 to 14,Wet Season,Cash Crop
New Zealand,Almond,Black Soil,11 to 17,Zaid,Nut
New Zealand,Hazelnut,Loamy Soil,8 to 18,Spring,Nut
New Zealand,Apple,Red Soil,11 to 17,Wet Season,Fruit
New Zealand,Lettuce,Sandy Soil,9 to 17,Wet Season,Leafy Green
New Zealand,Mustard Greens,Laterite Soil,12 to 13,Dry Season,Leafy Green
New Zealand,Cabbage,Volcanic Soil,8 to 18,Rabi,Vegetable
New Zealand,Cocoa,Black Soil,11 to 16,Wet Season,Beverage
New Zealand,Mango,Sandy Soil,9 to 14,Year-round,Fruit
New Zealand,Mango,Loamy Soil,12 to 14,Kharif,Fruit
New Zealand,Jute,Red Soil,9 to 16,Year-round,Cash Crop
New Zealand,Garlic,Sandy Soil,9 to 14,Dry Season,Spice
New Zealand,Cabbage,Clayey Soil,12 to 15,Autumn,Vegetable
New Zealand,Lettuce,Silty Soil,12 to 17,Spring,Leafy Green
New Zealand,Orange,Clayey Soil,12 to 16,Autumn,Fruit
New Zealand,Pistachio,Clayey Soil,9 to 15,Winter,Nut
